GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
 "06011","Colusa, CA",8,CAGDP2,51,"52","   Finance and insurance","Thousands of dollars",10553,12833,13351,10602,9845,11660,12833,12221,17366,19518,20148,18618,18307,24777,28183,20896,22586,33641,22541
 "06011","Colusa, CA",8,CAGDP2,56,"53","   Real estate and rental and leasing","Thousands of dollars",66141,74837,81173,86466,91448,131403,144278,136872,147929,148729,156959,147691,154329,171471,189182,201631,212098,224021,266113
 "06011","Colusa, CA",8,CAGDP2,59,"54, 55, 56","  Professional and business services","Thousands of dollars",6947,7179,88107,86894,83476,79929,12595,13556,17508,18481,22947,20382,18374,16794,16171,17653,17320,17045,16988
 "06011","Colusa, CA",8,CAGDP2,60,"54","   Professional, scientific, and technical services","Thousands of dollars",5064,5249,5050,5980,6392,(D),7164,8020,7231,8022,9196,8575,6805,7871,7605,8003,8323,8750,9622
 "06011","Colusa, CA",8,CAGDP2,64,"55","   Management of companies and enterprises","Thousands of dollars",0,0,77199,77519,72990,67782,0,0,0,0,0,0,0,0,0,0,0,0,0
 "06011","Colusa, CA",8,CAGDP2,65,"56","   Administrative and support and waste management and remediation services","Thousands of dollars",1882,1930,5858,3395,4094,(D),5431,5536,10277,10459,13751,11808,11570,8923,8566,9650,8997,8294,7366
 "06011","Colusa, CA",8,CAGDP2,68,"61, 62","  Educational services, health care, and social assistance","Thousands of dollars",15704,18034,19041,18833,(D),19258,20096,(D),25962,26622,27422,26431,26460,27712,30351,19670,10356,18565,23025
 "06011","Colusa, CA",8,CAGDP2,69,"61","   Educational services","Thousands of dollars",(D),754,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "06011","Colusa, CA",8,CAGDP2,70,"62","   Health care and social assistance","Thousands of dollars",(D),17280,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "06011","Colusa, CA",8,CAGDP2,75,"71, 72","  Arts, entertainment, recreation, accommodation, and food services","Thousands of dollars",21519,22962,20802,23480,24447,23182,21785,20393,19607,19894,19794,20350,21950,22535,24516,27610,27461,29437,29168
 "06011","Colusa, CA",8,CAGDP2,76,"71","   Arts, entertainment, and recreation","Thousands of dollars",790,842,901,1016,1062,785,890,990,1053,1167,1072,1029,1053,1224,1392,1530,1463,1482,1442
 "06011","Colusa, CA",8,CAGDP2,79,"72","   Accommodation and food services","Thousands of dollars",20729,22120,19901,22464,23386,22397,20895,19403,18554,18727,18723,19321,20897,21311,23125,26080,25998,27955,27726
 "06011","Colusa, CA",8,CAGDP2,82,"81","  Other services (except government and government enterprises)","Thousands of dollars",11175,12158,12538,12898,13703,14610,15165,14704,14857,15539,14606,14139,13814,14464,16167,16547,16613,17045,17635
 "06011","Colusa, CA",8,CAGDP2,83,"...","Government and government enterprises","Thousands of dollars",86049,94701,101854,103720,112335,121555,134091,142988,137574,141655,146774,149087,158169,164201,171451,181622,182914,185929,183778
 "06011","Colusa, CA",8,CAGDP2,87,"11, 21","Natural resources and mining","Thousands of dollars",247866,166966,298699,218429,207453,252419,351298,673050,676693,483046,444239,259745,351455,87017,140465,201209,158154,316434,254282
 "06011","Colusa, CA",8,CAGDP2,88,"42, 44-45","Trade","Thousands of dollars",66767,68588,73745,81097,91217,96107,93891,95135,110630,125709,143888,145672,161505,165400,188303,189870,204669,216558,221725
 "06011","Colusa, CA",8,CAGDP2,89,"...","Transportation and utilities","Thousands of dollars",22749,30575,30039,25230,(D),(D),(D),(D),(D),(D),260769,328007,323010,330257,459564,390175,343404,414246,432679
 "06011","Colusa, CA",8,CAGDP2,90,"...","Manufacturing and information","Thousands of dollars",67679,69739,59058,58163,64573,(D),(D),75557,(D),(D),83649,91781,112399,148382,182267,160901,159806,160239,172718
 "06011","Colusa, CA",8,CAGDP2,91,"...","Private goods-producing industries 2/","Thousands of dollars",322694,243479,366365,286791,283568,324811,441885,759803,775565,630818,544158,373441,480277,247408,334817,376438,333713,493133,458004
 "06011","Colusa, CA",8,CAGDP2,92,"...","Private services-providing industries 3/","Thousands of dollars",224947,251030,341829,348894,365384,411648,362380,358080,397787,430686,670633,725658,742350,776994,955959,887072,857966,976806,1036521
 "06013","Contra Costa, CA",8,CAGDP2,1,"...","All industry total","Thousands of dollars",44297311,43864476,46131347,50591063,60396509,64801182,65614473,78534982,62030122,60443614,59471228,61746098,62865096,68280818,69208294,67278334,73049286,78720034,80217242
 "06013","Contra Costa, CA",8,CAGDP2,2,"..."," Private industries","Thousands of dollars",40925459,40284865,42395234,46707344,56328782,60542136,61117546,73914474,57431128,55857094,54904290,57143777,58032255,63204936,63866569,61664325,67282500,72798852,74126242
 "06013","Contra Costa, CA",8,CAGDP2,3,"11","  Agriculture, forestry, fishing and hunting","Thousands of dollars",(D),85460,115639,85531,89127,105902,(D),60880,51040,70605,91844,80239,(D),(D),(D),(D),(D),(D),(D)
 "06013","Contra Costa, CA",8,CAGDP2,6,"21","  Mining, quarrying, and oil and gas extraction","Thousands of dollars",525033,174248,165815,259695,280335,341643,445679,496911,445495,388632,476187,526047,494892,243781,251695,197153,31277,47947,32694
 "06013","Contra Costa, CA",8,CAGDP2,10,"22","  Utilities","Thousands of dollars",413095,1117483,1150397,1273947,1147247,1139096,1337960,1330786,1795813,1920390,1958169,2280186,2400215,2619624,2630254,2466930,2326707,2856983,2921493
 "06013","Contra Costa, CA",8,CAGDP2,11,"23","  Construction","Thousands of dollars",2664928,2768286,2819070,3174697,3564492,3661997,3387722,2591349,2024228,1642047,1702245,2135809,2516921,2589413,2865508,3290461,3772936,3921552,3976317
 "06013","Contra Costa, CA",8,CAGDP2,12,"31-33","  Manufacturing","Thousands of dollars",9736856,6637876,8309764,10655272,18992547,22185998,22522870,35484999,20123190,17644479,14949824,14636177,12493302,14720046,12134059,7461679,10526978,13118100,11667860
 "06013","Contra Costa, CA",8,CAGDP2,13,"321,327-339","   Durable goods manufacturing","Thousands of dollars",955949,877291,855722,1095781,1082289,1118928,1097648,1146675,936026,889260,834187,894387,972278,942572,1026171,1055877,1114001,1125521,1150468
 "06013","Contra Costa, CA",8,CAGDP2,25,"311-316,322-326","   Nondurable goods manufacturing","Thousands of dollars",8780907,5760585,7454041,9559490,17910258,21067070,21425222,34338324,19187163,16755219,14115637,13741791,11521024,13777475,11107888,6405802,9412977,11992579,10517393
 "06013","Contra Costa, CA",8,CAGDP2,34,"42","  Wholesale trade","Thousands of dollars",1856911,1888747,1841631,1786013,1835370,1771790,1791708,1833340,1697801,1772219,1924488,2044459,2565004,3217645,3586194,3412284,3262090,3184048,3302665
 "06013","Contra Costa, CA",8,CAGDP2,35,"44-45","  Retail trade","Thousands of dollars",3066480,3142339,3019458,2955788,2922547,3223323,3243652,3402846,3072212,3097467,2909175,3004040,2988552,3072142,3269004,3327660,3415600,3440492,3578435
 "06013","Contra Costa, CA",8,CAGDP2,36,"48-49","  Transportation and warehousing","Thousands of dollars",(D),1760649,2161645,2184016,1865904,1194728,(D),669277,666812,773403,887296,903674,(D),(D),(D),(D),(D),(D),(D)
 "06013","Contra Costa, CA",8,CAGDP2,45,"51","  Information","Thousands of dollars",2752810,2934727,2328348,2801945,2782811,2781145,2974631,2707811,2295976,2689625,3021434,3173185,3528004,3557360,4170140,4429724,4691083,4759218,4992026
 "06013","Contra Costa, CA",8,CAGDP2,50,"52, 53","  Finance, insurance, real estate, rental, and leasing","Thousands of dollars",8823859,9856203,10388441,10811257,11664140,12028033,11809582,11706431,11924741,12152630,12474855,13157138,13897253,14939965,16123180,17289158,18555637,19769429,20940042
 "06013","Contra Costa, CA",8,CAGDP2,51,"52","   Finance and insurance","Thousands of dollars",2774787,3048920,3414766,3346568,3723908,3821665,3511298,2875616,3148018,3339582,3401069,3679944,3837409,4076537,4413064,4668678,5214400,5416856,5396992
 "06013","Contra Costa, CA",8,CAGDP2,56,"53","   Real estate and rental and leasing","Thousands of dollars",6049072,6807282,6973675,7464688,7940232,8206368,8298283,8830815,8776724,8813048,9073785,9477194,10059845,10863428,11710116,12620480,13341237,14352573,15543050
 "06013","Contra Costa, CA",8,CAGDP2,59,"54, 55, 56","  Professional and business services","Thousands of dollars",4680077,4870543,4785035,4983606,5330983,5879708,6204084,6715753,6243641,6159021,6636210,6949883,7586945,8279526,8114881,8396599,8771437,9281129,9600274
 "06013","Contra Costa, CA",8,CAGDP2,60,"54","   Professional, scientific, and technical services","Thousands of dollars",3166334,3283178,3280880,3358003,3616096,3788460,3887417,4238966,3977382,4148929,4367690,4590792,4792111,4992200,4803478,4876938,5001899,5310703,5515223
 "06013","Contra Costa, CA",8,CAGDP2,64,"55","   Management of companies and enterprises","Thousands of dollars",496303,586487,487720,548365,581565,844431,927896,1057831,920586,678058,824999,783014,1236044,1489256,1490135,1490843,1489904,1578199,1651559
 "06013","Contra Costa, CA",8,CAGDP2,65,"56","   Administrative and support and waste management and remediation services","Thousands of dollars",1017441,1000878,1016434,1077238,1133322,1246818,1388771,1418956,1345673,1332034,1443521,1576078,1558790,1798071,1821268,2028819,2279634,2392227,2433492
 "06013","Contra Costa, CA",8,CAGDP2,68,"61, 62","  Educational services, health care, and social assistance","Thousands of dollars",2411282,2689551,2891599,3193333,3349591,3597412,3886211,4321780,4636877,5052267,5218786,5426189,5510660,5665021,6096978,6549356,6863930,7124207,7453240
 "06013","Contra Costa, CA",8,CAGDP2,69,"61","   Educational services","Thousands of dollars",275918,287030,304795,315971,324170,362532,376724,402905,439628,466899,499056,518129,536118,540879,564515,621475,650301,653490,669182
 "06013","Contra Costa, CA",8,CAGDP2,70,"62","   Health care and social assistance","Thousands of dollars",2135364,2402521,2586804,2877362,3025421,3234880,3509486,3918875,4197249,4585367,4719730,4908060,4974541,5124141,5532464,5927881,6213629,6470716,6784058
 "06013","Contra Costa, CA",8,CAGDP2,75,"71, 72","  Arts, entertainment, recreation, accommodation, and food services","Thousands of dollars",892865,999753,1088416,1115703,1272788,1369658,1391056,1406900,1288238,1334930,1444645,1615325,1645225,1796852,2005636,2179475,2279763,2355468,2522950
 "06013","Contra Costa, CA",8,CAGDP2,76,"71","   Arts, entertainment, and recreation","Thousands of dollars",207540,243886,278151,257764,328492,297631,314864,292778,294920,350718,384529,436824,395943,433521,426106,472607,501741,526515,552748
 "06013","Contra Costa, CA",8,CAGDP2,79,"72","   Accommodation and food services","Thousands of dollars",685326,755867,810265,857940,944296,1072027,1076192,1114122,993318,984212,1060117,1178500,1249282,1363331,1579530,1706868,1778022,1828954,1970202
 "06013","Contra Costa, CA",8,CAGDP2,82,"81","  Other services (except government and government enterprises)","Thousands of dollars",1279482,1358999,1329977,1426541,1230900,1261702,1250278,1185411,1165064,1159380,1209133,1211425,1257638,1328356,1391835,1452335,1500329,1606479,1701206
 "06013","Contra Costa, CA",8,CAGDP2,83,"...","Government and government enterprises","Thousands of dollars",3371852,3579611,3736112,3883719,4067727,4259047,4496927,4620508,4598994,4586521,4566938,4602321,4832841,5075882,5341725,5614009,5766786,5921182,6091000
 "06013","Contra Costa, CA",8,CAGDP2,87,"11, 21","Natural resources and mining","Thousands of dollars",(D),259708,281454,345226,369462,447545,(D),557791,496535,459237,568031,606286,(D),(D),(D),(D),(D),(D),(D)
 "06013","Contra Costa, CA",8,CAGDP2,88,"42, 44-45","Trade","Thousands of dollars",4923391,5031087,4861089,4741801,4757917,4995114,5035360,5236186,4770013,4869686,4833662,5048498,5553556,6289787,6855197,6739943,6677691,6624540,6881100
 "06013","Contra Costa, CA",8,CAGDP2,89,"...","Transportation and utilities","Thousands of dollars",(D),2878132,3312042,3457963,3013151,2333823,(D),2000063,2462625,2693792,2845465,3183860,(D),(D),(D),(D),(D),(D),(D)
 "06013","Contra Costa, CA",8,CAGDP2,90,"...","Manufacturing and information","Thousands of dollars",12489666,9572603,10638112,13457217,21775359,24967143,25497500,38192810,22419166,20334104,17971258,17809362,16021306,18277406,16304199,11891403,15218061,17877318,16659886
 "06013","Contra Costa, CA",8,CAGDP2,91,"...","Private goods-producing industries 2/","Thousands of dollars",(D),9665871,11410288,14175195,22926501,26295540,(D),38634139,22643953,19745763,17220100,17378273,(D),(D),(D),(D),(D),(D),(D)
 "06013","Contra Costa, CA",8,CAGDP2,92,"...","Private services-providing industries 3/","Thousands of dollars",(D),30618994,30984947,32532149,33402281,34246596,(D),35280335,34787175,36111331,37684190,39765504,(D),(D),(D),(D),(D),(D),(D)
 "06015","Del Norte, CA",8,CAGDP2,1,"...","All industry total","Thousands of dollars",456282,484094,519521,573267,608476,770107,821131,837563,721046,733989,765181,762672,769608,797883,828437,862996,878225,911762,983181
 "06015","Del Norte, CA",8,CAGDP2,2,"..."," Private industries","Thousands of dollars",278557,304307,326442,358037,384713,531187,558421,561007,454218,466677,484508,481323,486593,510039,519406,544704,578128,603263,670121
 "06015","Del Norte, CA",8,CAGDP2,3,"11","  Agriculture, forestry, fishing and hunting","Thousands of dollars",7974,7745,(D),(D),(D),38984,30239,41775,26642,36563,47827,59918,45901,56195,(D),38050,36161,36152,41622
 "06015","Del Norte, CA",8,CAGDP2,6,"21","  Mining, quarrying, and oil and gas extraction","Thousands of dollars",450,306,375,1809,2355,1282,609,3565,5918,3556,339,2217,2257,0,(D),0,0,0,0
 "06015","Del Norte, CA",8,CAGDP2,10,"22","  Utilities","Thousands of dollars",1178,1247,(D),(D),(D),(D),1815,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "06015","Del Norte, CA",8,CAGDP2,11,"23","  Construction","Thousands of dollars",13467,14095,17015,19521,21963,22722,23102,18017,18852,22132,21414,18474,23339,18997,19022,19635,25135,25501,21174
 "06015","Del Norte, CA",8,CAGDP2,12,"31-33","  Manufacturing","Thousands of dollars",15097,12090,10146,10479,12418,12336,11160,20712,12673,11236,10711,9301,10689,10307,11316,12486,14031,14577,15527
 "06015","Del Norte, CA",8,CAGDP2,13,"321,327-339","   Durable goods manufacturing","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),3379,3328,3242,3400
 "06015","Del Norte, CA",8,CAGDP2,25,"311-316,322-326","   Nondurable goods manufacturing","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),9107,10703,11335,12127
 "06015","Del Norte, CA",8,CAGDP2,34,"42","  Wholesale trade","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "06015","Del Norte, CA",8,CAGDP2,35,"44-45","  Retail trade","Thousands of dollars",39940,43015,45523,46723,49246,51990,53126,50948,50792,52236,52644,50794,53142,53796,56751,57724,61065,62332,66036
 "06015","Del Norte, CA",8,CAGDP2,36,"48-49","  Transportation and warehousing","Thousands of dollars",7515,7596,7014,8395,9469,10144,9275,8117,6694,7293,8240,6685,7015,6029,5831,6407,5837,5619,5976
 "06015","Del Norte, CA",8,CAGDP2,45,"51","  Information","Thousands of dollars",8136,9807,9977,10389,11367,10363,10555,10215,9874,10404,10165,8845,8496,7286,8885,9666,10849,10784,11807
 "06015","Del Norte, CA",8,CAGDP2,50,"52, 53","  Finance, insurance, real estate, rental, and leasing","Thousands of dollars",92026,111752,120000,124610,134614,190331,212850,190204,179952,181778,185716,179633,187060,207152,218466,229767,239976,256713,305729
 "06015","Del Norte, CA",8,CAGDP2,51,"52","   Finance and insurance","Thousands of dollars",7659,9550,11266,8122,7820,10029,10250,9390,9794,9595,10163,10278,10620,11881,11591,15282,11217,11844,11437
 "06015","Del Norte, CA",8,CAGDP2,56,"53","   Real estate and rental and leasing","Thousands of dollars",84367,102202,108733,116488,126794,180302,202600,180814,170158,172182,175553,169355,176440,195271,206875,214486,228760,244868,294292
 "06015","Del Norte, CA",8,CAGDP2,59,"54, 55, 56","  Professional and business services","Thousands of dollars",(D),(D),10652,11354,10964,79148,(D),90206,16263,16733,21012,18171,19040,19037,18472,21609,24111,23330,24321
 "06015","Del Norte, CA",8,CAGDP2,60,"54","   Professional, scientific, and technical services","Thousands of dollars",7057,7509,7758,8549,8187,8321,9703,10926,10569,10286,(D),11544,12228,12012,12342,14083,15468,14224,14577
 "06015","Del Norte, CA",8,CAGDP2,64,"55","   Management of companies and enterprises","Thousands of dollars",(D),(D),0,0,0,67713,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "06015","Del Norte, CA",8,CAGDP2,65,"56","   Administrative and support and waste management and remediation services","Thousands of dollars",(D),(D),2893,2805,2777,3114,(D),(D),(D),(D),8272,(D),(D),(D),(D),(D),(D),(D),(D)
 "06015","Del Norte, CA",8,CAGDP2,68,"61, 62","  Educational services, health care, and social assistance","Thousands of dollars",43101,43495,50768,54467,58202,62889,68908,73871,78331,78485,78382,75598,78912,77296,80879,86101,93794,98769,104779
 "06015","Del Norte, CA",8,CAGDP2,69,"61","   Educational services","Thousands of dollars",519,543,555,541,469,775,1072,1425,1615,1664,1608,1571,1626,1775,468,(D),(D),(D),(D)
 "06015","Del Norte, CA",8,CAGDP2,70,"62","   Health care and social assistance","Thousands of dollars",42582,42951,50214,53926,57733,62115,67836,72446,76716,76820,76774,74028,77287,75521,80411,(D),(D),(D),(D)
 "06015","Del Norte, CA",8,CAGDP2,75,"71, 72","  Arts, entertainment, recreation, accommodation, and food services","Thousands of dollars",23014,25050,21249,22437,23969,27794,28222,32504,27957,26804,27444,30959,30513,33735,38379,43253,45926,47566,50664
 "06015","Del Norte, CA",8,CAGDP2,76,"71","   Arts, entertainment, and recreation","Thousands of dollars",1647,1914,1856,1567,1421,(D),1103,832,1111,1128,1427,2659,(D),(D),(D),(D),4924,5191,5314
 "06015","Del Norte, CA",8,CAGDP2,79,"72","   Accommodation and food services","Thousands of dollars",21366,23136,19393,20870,22547,(D),27118,31672,26846,25676,26017,28300,(D),(D),(D),(D),41003,42375,45351
 "06015","Del Norte, CA",8,CAGDP2,82,"81","  Other services (except government and government enterprises)","Thousands of dollars",12075,13443,13020,13560,13848,14333,14768,14471,14287,13759,13979,14929,14840,14479,14139,14505,16045,16404,16966
 "06015","Del Norte, CA",8,CAGDP2,83,"...","Government and government enterprises","Thousands of dollars",177725,179787,193080,215231,223763,238919,262710,276556,266828,267312,280673,281349,283016,287844,309031,318292,300097,308499,313060
 "06015","Del Norte, CA",8,CAGDP2,87,"11, 21","Natural resources and mining","Thousands of dollars",8425,8051,(D),(D),(D),40266,30848,45340,32561,40119,48167,62136,48158,56195,41415,38050,36161,36152,41622
 "06015","Del Norte, CA",8,CAGDP2,88,"42, 44-45","Trade","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "06015","Del Norte, CA",8,CAGDP2,89,"...","Transportation and utilities","Thousands of dollars",8693,8843,(D),(D),(D),(D),11090,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "06015","Del Norte, CA",8,CAGDP2,90,"...","Manufacturing and information","Thousands of dollars",23233,21898,20123,20869,23786,22699,21715,30927,22546,21640,20876,18146,19186,17594,20202,22152,24879,25361,27334
 "06015","Del Norte, CA",8,CAGDP2,91,"...","Private goods-producing industries 2/","Thousands of dollars",36989,34236,(D),(D),(D),75324,65110,84070,64086,73487,80292,89911,82186,85500,71754,70171,75327,76230,78323
 "06015","Del Norte, CA",8,CAGDP2,92,"...","Private services-providing industries 3/","Thousands of dollars",241568,270071,(D),(D),(D),455863,493310,476937,390132,393190,404216,391411,404406,424539,447653,474534,502801,527033,591799
 "06017","El Dorado, CA",8,CAGDP2,1,"...","All industry total","Thousands of dollars",3997946,4455384,4650893,5045668,5342671,5967347,6022669,5938517,5738412,5833060,6018434,5940344,6248273,6630702,7069998,7690407,8240732,8646858,9302830
 "06017","El Dorado, CA",8,CAGDP2,2,"..."," Private industries","Thousands of dollars",3468534,3889687,4061968,4430500,4688036,5262634,5269534,5116969,4868288,4989667,5176906,5104537,5354454,5674938,6063063,6629851,7183534,7564591,8182967
 "06017","El Dorado, CA",8,CAGDP2,3,"11","  Agriculture, forestry, fishing and hunting","Thousands of dollars",24027,20004,22387,20432,21802,29283,20451,20091,10561,11613,11085,(D),30707,31625,39834,21781,20680,21328,22641
 "06017","El Dorado, CA",8,CAGDP2,6,"21","  Mining, quarrying, and oil and gas extraction","Thousands of dollars",5608,5035,4913,8003,7924,7031,11570,10013,11678,7257,6649,8422,6860,9200,8363,7628,3450,4943,6295
 "06017","El Dorado, CA",8,CAGDP2,10,"22","  Utilities","Thousands of dollars",31651,128053,142767,120447,187126,235196,111886,98430,167146,227482,340701,(D),145448,119342,89946,263437,337670,200390,329290
 "06017","El Dorado, CA",8,CAGDP2,11,"23","  Construction","Thousands of dollars",536249,556067,585359,710018,696511,772783,741327,634018,500670,535239,459628,430678,437781,472291,494511,552885,594840,767069,807606
 "06017","El Dorado, CA",8,CAGDP2,12,"31-33","  Manufacturing","Thousands of dollars",189309,175240,196036,197709,211067,233802,246144,230328,198005,182114,184439,178054,204762,210744,304733,305880,303337,305398,305530
 "06017","El Dorado, CA",8,CAGDP2,13,"321,327-339","   Durable goods manufacturing","Thousands of dollars",139782,125673,138991,138812,155286,169975,181685,170292,148609,138959,139540,125879,141787,143703,162824,154189,152842,151005,155682
 "06017","El Dorado, CA",8,CAGDP2,25,"311-316,322-326","   Nondurable goods manufacturing","Thousands of dollars",49527,49568,57046,58897,55781,63827,64460,60035,49396,43155,44898,52175,62975,67041,141909,151691,150495,154393,149848
 "06017","El Dorado, CA",8,CAGDP2,34,"42","  Wholesale trade","Thousands of dollars",109818,123901,124555,125612,133352,147444,146606,153371,132337,138259,154013,(D),162921,161206,163810,153847,149571,157279,165815
 "06017","El Dorado, CA",8,CAGDP2,35,"44-45","  Retail trade","Thousands of dollars",372963,392018,408046,423470,427230,425784,392201,362869,334802,344192,359949,372142,395141,397753,423902,433482,466737,476288,513133
 "06017","El Dorado, CA",8,CAGDP2,36,"48-49","  Transportation and warehousing","Thousands of dollars",36332,42009,39887,41165,47137,52014,49533,39435,35663,35124,32163,29015,32685,32933,35750,41239,39628,42087,49314
 "06017","El Dorado, CA",8,CAGDP2,45,"51","  Information","Thousands of dollars",37243,43231,53317,74807,83392,92758,113331,97365,81255,90475,74078,78965,90233,103237,131476,166142,181326,197690,198096
 "06017","El Dorado, CA",8,CAGDP2,50,"52, 53","  Finance, insurance, real estate, rental, and leasing","Thousands of dollars",917336,1106406,1152071,1252756,1367464,1635392,1756403,1754990,1740808,1751034,1845986,1912767,2071602,2297164,2481793,2572712,2788181,2997827,3272999
 "06017","El Dorado, CA",8,CAGDP2,51,"52","   Finance and insurance","Thousands of dollars",166006,234206,281886,278334,302456,317613,333821,315878,387472,403411,452261,507203,551336,655570,711826,669813,763198,811189,664338
 "06017","El Dorado, CA",8,CAGDP2,56,"53","   Real estate and rental and leasing","Thousands of dollars",751330,872199,870184,974422,1065008,1317779,1422581,1439112,1353336,1347624,1393725,1405564,1520266,1641594,1769966,1902899,2024983,2186638,2608661
 "06017","El Dorado, CA",8,CAGDP2,59,"54, 55, 56","  Professional and business services","Thousands of dollars",615487,626083,637490,689188,711384,772749,804779,820619,746236,718528,718052,736622,749715,762855,745618,845990,933584,954016,991239
 "06017","El Dorado, CA",8,CAGDP2,60,"54","   Professional, scientific, and technical services","Thousands of dollars",416496,428302,441392,450507,470591,516912,520903,536663,460112,424259,410181,411839,404233,416921,352118,395697,421223,465553,513228
 "06017","El Dorado, CA",8,CAGDP2,64,"55","   Management of companies and enterprises","Thousands of dollars",101940,93693,90720,90676,86695,81797,87512,80078,90476,89401,105559,105120,124866,115083,128479,136609,145194,149292,149678
 "06017","El Dorado, CA",8,CAGDP2,65,"56","   Administrative and support and waste management and remediation services","Thousands of dollars",97051,104088,105378,148005,154099,174040,196365,203878,195648,204868,202313,219663,220616,230851,265020,313684,367168,339171,328333
 "06017","El Dorado, CA",8,CAGDP2,68,"61, 62","  Educational services, health care, and social assistance","Thousands of dollars",253216,292260,318065,347079,364351,397066,422759,450999,475689,496268,525817,516335,515254,527313,553953,604083,632729,661509,701158
 "06017","El Dorado, CA",8,CAGDP2,69,"61","   Educational services","Thousands of dollars",12258,14722,13186,16563,18009,31854,37826,27128,30656,49179,57590,60788,42586,32698,33699,34795,33415,33660,29536
 "06017","El Dorado, CA",8,CAGDP2,70,"62","   Health care and social assistance","Thousands of dollars",240958,277539,304879,330517,346343,365212,384933,423871,445032,447089,468226,455547,472668,494616,520254,569288,599314,627849,671622
 "06017","El Dorado, CA",8,CAGDP2,75,"71, 72","  Arts, entertainment, recreation, accommodation, and food services","Thousands of dollars",210896,229832,238342,261162,261223,259336,256676,264918,263411,279075,297361,303496,340134,364080,394073,460089,519650,550177,579915
 "06017","El Dorado, CA",8,CAGDP2,76,"71","   Arts, entertainment, and recreation","Thousands of dollars",61223,65643,66661,67895,70770,64835,63166,65606,63721,85965,95222,103258,120429,117944,117159,136158,144510,152047,159205
 "06017","El Dorado, CA",8,CAGDP2,79,"72","   Accommodation and food services","Thousands of dollars",149673,164188,171681,193267,190452,194501,193510,199312,199690,193109,202140,200238,219705,246136,276914,323932,375140,398130,420710
 "06017","El Dorado, CA",8,CAGDP2,82,"81","  Other services (except government and government enterprises)","Thousands of dollars",128398,149548,138733,158653,168075,201996,195867,179522,170027,173005,166986,169381,171211,185193,195303,200654,212151,228591,239936
 "06017","El Dorado, CA",8,CAGDP2,83,"...","Government and government enterprises","Thousands of dollars",529412,565698,588925,615168,654635,704713,753135,821548,870124,843394,841528,835807,893819,955764,1006935,1060556,1057198,1082267,1119862
 "06017","El Dorado, CA",8,CAGDP2,87,"11, 21","Natural resources and mining","Thousands of dollars",29635,25039,27300,28435,29725,36314,32021,30105,22239,18870,17734,(D),37567,40825,48197,29410,24131,26271,28937
 "06017","El Dorado, CA",8,CAGDP2,88,"42, 44-45","Trade","Thousands of dollars",482781,515919,532601,549082,560582,573229,538807,516240,467139,482452,513962,(D),558061,558959,587711,587329,616307,633567,678948
 "06017","El Dorado, CA",8,CAGDP2,89,"...","Transportation and utilities","Thousands of dollars",67983,170062,182654,161611,234263,287210,161419,137865,202809,262606,372864,(D),178133,152275,125695,304676,377299,242477,378604
 "06017","El Dorado, CA",8,CAGDP2,90,"...","Manufacturing and information","Thousands of dollars",226552,218472,249354,272516,294459,326560,359476,327692,279260,272590,258516,257019,294995,313982,436209,472022,484663,503088,503626
 "06017","El Dorado, CA",8,CAGDP2,91,"...","Private goods-producing industries 2/","Thousands of dollars",755193,756346,808696,936162,937303,1042900,1019492,894451,720914,736224,661800,(D),680110,723860,847441,888175,922307,1098738,1142073
 "06017","El Dorado, CA",8,CAGDP2,92,"...","Private services-providing industries 3/","Thousands of dollars",2713341,3133341,3253272,3494338,3750733,4219734,4250041,4222518,4147374,4253442,4515106,(D),4674344,4951078,5215622,5741676,6261228,6465853,7040895
 "06019","Fresno, CA",8,CAGDP2,1,"...","All industry total","Thousands of dollars",21328160,23585256,25983514,27958827,29586707,32694534,33437189,33025734,33118655,34079616,35720696,35315551,37604735,39655788,41530645,43135475,45781155,47838637,50736641
 "06019","Fresno, CA",8,CAGDP2,2,"..."," Private industries","Thousands of dollars",17416847,19363530,21577181,23353280,24775196,27665103,28018454,27308909,27421480,28270035,29755793,29394975,31454919,33231157,34740500,36095487,38517014,40145836,42700430
